rsi,slowk,slowd,willr,macd,macdsignal,macdhist,aroon_up,aroon_down,chaikin,ultosc,returns,target
62.51770738594773,76.114137988604,64.67327521037868,-6.412405699911143,8.23162255247371,8.95688368016191,-0.7252611276882011,64.28571428571429,100.0,144.98001881794357,59.272645800819014,0.0001760081820019188,1.0
64.69063654492186,92.16927215349817,76.35410938595483,-6.907433380075372,8.77631654527795,8.920770253185118,-0.14445370790716794,57.142857142857146,100.0,249.5650761115923,63.01046144517183,0.0002508864257364518,0.0
55.97126563983994,76.11966419313008,81.46769144507742,-44.701415257163305,8.263056094681815,8.789227421484458,-0.5261713268026433,50.0,100.0,174.9197722164348,57.59379039589027,-0.0006258700068592082,0.0
51.226007712814024,51.79610428535148,73.36168021065991,-67.8978253365463,7.230694703535846,8.477520877894737,-1.2468261743588904,42.85714285714286,92.85714285714286,44.08378816287015,50.573817533977326,-0.000399665755722034,0.0
50.59360523716537,28.012961648574116,51.97624337568522,-71.07352433551715,6.26607316114314,8.035231334544417,-1.7691581734012765,35.714285714285715,85.71428571428572,28.9590790994162,55.38280138455723,-5.473802204170042e-05,1.0
57.097298299355835,33.68630253550382,37.83178948980981,-34.86365205384239,6.2757164181166445,7.683328351258862,-1.4076119331422179,28.571428571428573,78.57142857142857,120.95845116941454,59.72706226898794,0.0006241666126198808,1.0
59.38604337800577,52.52171658239305,38.07366025549033,-20.46945115636884,6.544403113261069,7.4555433036593035,-0.9111401903982346,21.42857142857143,71.42857142857143,208.30024760664327,58.58757578175064,0.00024796484488809334,1.0
63.00948591153331,77.34490464945776,54.51764125578487,-5.039370078735574,7.247512026966433,7.413937048320729,-0.16642502135429638,14.285714285714286,100.0,366.0861007541381,59.97573168373221,0.0004226841693186767,0.0
57.599858192324106,79.47816281910906,69.7815946836533,-29.63299969669424,7.161372149934323,7.3634240686434485,-0.20205191870912564,7.142857142857143,100.0,273.0494084585129,54.32364744857088,-0.00041299772167879834,0.0
53.46724055889591,67.29149718846065,74.70485488567583,-48.25023227005675,6.548796780181874,7.200498610951134,-0.6517018307692597,0.0,92.85714285714286,81.41292952815087,54.70278762526135,-0.00034539685861267877,1.0
