rsi,slowk,slowd,willr,macd,macdsignal,macdhist,aroon_up,aroon_down,chaikin,ultosc,returns,target
47.045801288076916,32.89977022349155,29.50427813500347,-92.69576871529668,7.085236569993867,12.537995598878846,-5.452759028884978,71.42857142857143,50.0,-444.1125062587889,37.55740619084369,-0.0008455149682128349,1.0
56.553850789388726,55.15171917825518,41.023339821603535,-54.50890292935015,8.268841779256036,11.684164834954284,-3.4153230556982486,64.28571428571429,42.85714285714286,-273.21364006878866,50.76433694657523,0.001885817508272103,0.0
51.85579392042028,54.833850972303914,47.628446791350164,-72.40091901206013,7.61099581182134,10.869531030327696,-3.2585352185063563,57.142857142857146,35.714285714285715,-241.16814530375268,50.02173669977476,-0.0008819149397994996,1.0
52.10567995180795,68.14042405283281,59.37533140113059,-71.35745739996314,7.095805999026197,10.114786024067396,-3.0189800250411984,50.0,28.571428571428573,-161.53044770628912,51.42939001918207,5.147864132259983e-05,0.0
48.38852764010249,45.49183176920315,56.15536893144658,-85.69787478460768,5.416317615789012,9.17509234241172,-3.7587747266227076,42.85714285714286,21.42857142857143,-211.0501183771703,47.70761792262735,-0.0007074406892682017,0.0
43.33266819738215,29.51477955626135,47.71567845943239,-96.52652394463304,2.2239399068093917,7.784861855291254,-5.560921948481862,100.0,14.285714285714286,-427.09785241611826,46.2573176951456,-0.0010751448255524876,1.0
48.389498937755135,25.61544162061533,33.5406843153599,-74.89671931956143,1.2777301358764817,6.4834355114083,-5.205705375531818,100.0,7.142857142857143,-371.3646495821886,46.619582863069944,0.0009372106699141458,1.0
48.95409984883295,36.35145270766932,30.49389129484862,-64.02854362633813,0.7037170089533902,5.3274918109173175,-4.623774801963927,92.85714285714286,0.0,-181.01422594915493,52.58189702511705,0.00010776575128801369,0.0
42.785902802305024,37.40237451422789,33.1230896141708,-92.29444683598444,-1.9796689680842974,3.8660596551169943,-5.845728623201292,85.71428571428572,0.0,-236.07623668690212,44.633419371010234,-0.0013185703861378073,0.0
41.05476240747729,34.37257656373359,36.04213459521022,-73.48233162186682,-4.751100500314351,2.142627624030725,-6.893728124345076,100.0,42.85714285714286,-103.97706064219528,48.93303011178706,-0.0004102902886607973,0.0
40.31721642829603,25.468462503864526,32.41447119394196,-77.14688412362797,-7.1586767662993225,0.28236674596471545,-7.441043512264038,92.85714285714286,35.714285714285715,-33.88029836651549,47.993218396788116,-0.00017232637289432695,0.0
37.664693353485006,31.889735567086717,30.57692487822823,-79.38526762056182,-10.02035416254148,-1.7781774357365236,-8.242176726804956,100.0,28.571428571428573,60.81879868755641,51.106426755997184,-0.0006273950510131687,1.0
40.139040352678926,33.24476332372816,30.200987131559753,-72.55785196961722,-11.531578855752741,-3.728857719739767,-7.802721136012974,92.85714285714286,21.42857142857143,68.70749675141269,54.5502351791868,0.0003662496884744293,1.0
44.45477512880805,50.780301496395374,38.638266795736705,-60.14838367779675,-11.463375081420963,-5.275761192076006,-6.1876138893449575,85.71428571428572,14.285714285714286,166.9294961257765,54.45785407469308,0.0006654494388673715,1.0
51.05206553502287,74.00643127896149,52.67716536636163,-38.6062533121345,-9.333661297183426,-6.08734121309749,-3.2463200840859354,78.57142857142857,7.142857142857143,356.5931484485409,57.4768549136354,0.0011544141312787026,0.0
45.70671018271992,83.00482766026562,69.26385347854078,-58.016896398400334,-9.337632989907434,-6.7373995684594785,-2.600233421447955,71.42857142857143,0.0,279.43741985206725,55.902138086319766,-0.0010542743259619458,1.0
48.66332368519881,80.54487783855811,79.18537892592836,-42.129172427413586,-8.32572895440535,-7.055065445648653,-1.2706635087566962,64.28571428571429,0.0,483.9652683453605,61.38313635312089,0.0005390519217274292,1.0
50.41472705610113,75.1647256914261,79.57147706341657,-34.144869215293596,-6.8908100781081885,-7.02221437214056,0.13140429403237164,57.142857142857146,0.0,608.2841505440156,62.977349268233866,0.00032448673388474347,0.0
49.79863106136078,78.31865698582023,78.00942017193476,-27.671515290344168,-5.8723316413743305,-6.792237825987314,0.9199061846129837,50.0,0.0,642.301527961492,63.69413647713477,-0.000109230497154722,1.0
52.88800505937452,84.31711648362537,79.26683305362384,-14.488603825450998,-4.089280653715832,-6.251646391533018,2.1623657378171854,42.85714285714286,7.142857142857143,707.7298906962897,67.53211231544081,0.0005443205049930899,1.0
57.476429612362644,90.02001760155697,84.21859702366747,-0.37333333333178115,-1.15077312032372,-5.231471737291158,4.080698616967438,35.714285714285715,100.0,881.6389176714947,68.68622816236181,0.0008857529892982718,1.0
59.53511233382499,95.32887615035594,89.8886700785127,-4.598343107138301,1.8897188003720657,-3.807233629758513,5.696952430130579,28.571428571428573,100.0,1017.8361613529196,67.64791568890539,0.0004292619716395052,0.0
55.49287816311635,88.12726650474951,91.1587200855541,-16.458876069965356,3.2372299199996633,-2.398340919806878,5.635570839806541,21.42857142857143,100.0,909.3876368941783,70.17155563757504,-0.0005994816136156711,0.0
55.282808524704286,75.84927676613138,86.4351398070789,-17.072943803497044,4.203431168483803,-1.0779865021487416,5.281417670632544,14.285714285714286,92.85714285714286,794.2876163015972,65.39534468131869,-3.117285014786475e-05,1.0
58.977252252447045,69.65149422022769,77.87601249703614,-10.215565751885293,6.075601022213959,0.35273100272379865,5.722870019490161,7.142857142857143,100.0,757.1166650317464,66.00052095804038,0.0006886580661555897,0.0
56.94438748923874,64.30363626464661,69.93480241700185,-18.589473684210375,7.006496480011265,1.683484098181292,5.323012381829972,0.0,100.0,646.2067319137932,63.84704911166528,-0.00027612326709047785,1.0
62.45270819715749,75.76426911443362,69.9064665331026,-1.3647520864010187,9.500314898737997,3.246850258292633,6.253464640445364,28.571428571428573,100.0,728.7223636993876,66.84507311191635,0.001091578322161002,1.0
65.77509111140402,77.38162120578677,72.48317552828895,-12.703753551668461,12.645382720835187,5.126556750801144,7.518825970034043,21.42857142857143,100.0,741.9861687367011,63.00636621306158,0.000768270838815921,0.0
58.97535787315393,75.83644715506968,76.32744582509663,-27.44130402273089,13.393052578932839,6.779855916427483,6.613196662505356,14.285714285714286,92.85714285714286,533.0236811096693,55.68190123607989,-0.0009288516594210261,1.0
65.09178626701,61.3214604605599,71.5131762738054,-30.21253405994479,16.30073634150176,8.684032001442338,7.616704340059423,7.142857142857143,100.0,258.53376067389763,52.987054145636556,0.0014632047864060471,1.0
70.01618242125423,61.36203853618147,66.17331538393697,-14.731283007144468,20.924240869539062,11.132073775061682,9.79216709447738,0.0,92.85714285714286,366.2033592551743,56.59166318160194,0.0014945085172384243,1.0
71.47869250804483,71.89507347146575,64.85952415606899,-10.033444816053468,25.162550789002125,13.93816917784977,11.224381611152355,7.142857142857143,100.0,476.1096295027746,56.530661069879265,0.0005036968337643888,1.0
