,selected_model,mean_accuracy
166,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.02, max_depth=5,
              n_estimators=50, random_state=40, subsample=0.8,
              use_label_encoder=False)",0.5277227722772277
167,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.05, max_depth=5,
              n_estimators=50, random_state=33, subsample=0.8,
              use_label_encoder=False)",0.5247524752475249
168,"XGBClassifier(eval_metric='auc', gamma=1, max_depth=5, n_estimators=50,
              random_state=73, subsample=0.8, use_label_encoder=False)",0.5207920792079209
169,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.2, max_depth=5,
              n_estimators=50, random_state=48, subsample=0.8,
              use_label_encoder=False)",0.514851485148515
170,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.01, max_depth=5,
              random_state=44, subsample=0.8, use_label_encoder=False)",0.5346534653465348
171,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.02, max_depth=5,
              random_state=45, subsample=0.8, use_label_encoder=False)",0.5267326732673266
172,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.05, max_depth=5,
              random_state=45, subsample=0.8, use_label_encoder=False)",0.5217821782178218
173,"XGBClassifier(eval_metric='auc', gamma=1, max_depth=5, random_state=83,
              subsample=0.8, use_label_encoder=False)",0.5227722772277229
174,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.2, max_depth=5,
              random_state=93, subsample=0.8, use_label_encoder=False)",0.5287128712871287
175,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.01, max_depth=5,
              n_estimators=150, random_state=52, subsample=0.8,
              use_label_encoder=False)",0.5277227722772277
176,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.02, max_depth=5,
              n_estimators=150, random_state=60, subsample=0.8,
              use_label_encoder=False)",0.5207920792079209
177,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.05, max_depth=5,
              n_estimators=150, random_state=20, subsample=0.8,
              use_label_encoder=False)",0.5247524752475248
178,"XGBClassifier(eval_metric='auc', gamma=1, max_depth=5, n_estimators=150,
              random_state=32, subsample=0.8, use_label_encoder=False)",0.5247524752475248
179,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.2, max_depth=5,
              n_estimators=150, random_state=51, subsample=0.8,
              use_label_encoder=False)",0.510891089108911
180,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.01, max_depth=6,
              n_estimators=25, random_state=4, subsample=0.8,
              use_label_encoder=False)",0.5188118811881187
181,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.02, max_depth=6,
              n_estimators=25, random_state=65, subsample=0.8,
              use_label_encoder=False)",0.5277227722772277
182,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.05, max_depth=6,
              n_estimators=25, random_state=24, subsample=0.8,
              use_label_encoder=False)",0.5316831683168317
183,"XGBClassifier(eval_metric='auc', gamma=1, max_depth=6, n_estimators=25,
              random_state=73, subsample=0.8, use_label_encoder=False)",0.5405940594059406
184,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.2, max_depth=6,
              n_estimators=25, random_state=99, subsample=0.8,
              use_label_encoder=False)",0.514851485148515
185,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.01, max_depth=6,
              n_estimators=50, random_state=84, subsample=0.8,
              use_label_encoder=False)",0.5188118811881187
186,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.02, max_depth=6,
              n_estimators=50, random_state=90, subsample=0.8,
              use_label_encoder=False)",0.5356435643564357
187,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.05, max_depth=6,
              n_estimators=50, random_state=52, subsample=0.8,
              use_label_encoder=False)",0.5316831683168318
188,"XGBClassifier(eval_metric='auc', gamma=1, max_depth=6, n_estimators=50,
              random_state=18, subsample=0.8, use_label_encoder=False)",0.5267326732673266
189,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.2, max_depth=6,
              n_estimators=50, random_state=20, subsample=0.8,
              use_label_encoder=False)",0.5287128712871287
190,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.01, max_depth=6,
              random_state=78, subsample=0.8, use_label_encoder=False)",0.5198019801980198
191,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.02, max_depth=6,
              random_state=94, subsample=0.8, use_label_encoder=False)",0.5207920792079208
192,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.05, max_depth=6,
              random_state=81, subsample=0.8, use_label_encoder=False)",0.508910891089109
193,"XGBClassifier(eval_metric='auc', gamma=1, max_depth=6, random_state=3,
              subsample=0.8, use_label_encoder=False)",0.5287128712871288
194,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.2, max_depth=6,
              random_state=89, subsample=0.8, use_label_encoder=False)",0.503960396039604
195,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.01, max_depth=6,
              n_estimators=150, random_state=65, subsample=0.8,
              use_label_encoder=False)",0.5326732673267328
196,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.02, max_depth=6,
              n_estimators=150, random_state=22, subsample=0.8,
              use_label_encoder=False)",0.5267326732673266
197,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.05, max_depth=6,
              n_estimators=150, random_state=94, subsample=0.8,
              use_label_encoder=False)",0.5207920792079209
198,"XGBClassifier(eval_metric='auc', gamma=1, max_depth=6, n_estimators=150,
              random_state=13, subsample=0.8, use_label_encoder=False)",0.5346534653465348
199,"XGBClassifier(eval_metric='auc', gamma=1, learning_rate=0.2, max_depth=6,
              n_estimators=150, random_state=58, subsample=0.8,
              use_label_encoder=False)",0.5287128712871288
200,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=2,
              n_estimators=25, random_state=26, subsample=0.8,
              use_label_encoder=False)",0.5267326732673266
201,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=2,
              n_estimators=25, random_state=13, subsample=0.8,
              use_label_encoder=False)",0.5227722772277227
202,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=2,
              n_estimators=25, random_state=14, subsample=0.8,
              use_label_encoder=False)",0.5128712871287128
203,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=2, n_estimators=25,
              random_state=4, subsample=0.8, use_label_encoder=False)",0.5188118811881187
204,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=2,
              n_estimators=25, random_state=49, subsample=0.8,
              use_label_encoder=False)",0.514851485148515
205,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=2,
              n_estimators=50, random_state=31, subsample=0.8,
              use_label_encoder=False)",0.5168316831683167
206,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=2,
              n_estimators=50, random_state=58, subsample=0.8,
              use_label_encoder=False)",0.5198019801980198
207,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=2,
              n_estimators=50, random_state=23, subsample=0.8,
              use_label_encoder=False)",0.5297029702970297
208,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=2, n_estimators=50,
              random_state=75, subsample=0.8, use_label_encoder=False)",0.5267326732673269
209,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=2,
              n_estimators=50, random_state=20, subsample=0.8,
              use_label_encoder=False)",0.5059405940594061
210,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=2,
              random_state=27, subsample=0.8, use_label_encoder=False)",0.5227722772277227
211,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=2,
              random_state=66, subsample=0.8, use_label_encoder=False)",0.5306930693069306
212,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=2,
              random_state=48, subsample=0.8, use_label_encoder=False)",0.5217821782178219
213,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=2, random_state=75,
              subsample=0.8, use_label_encoder=False)",0.5257425742574258
214,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=2,
              random_state=29, subsample=0.8, use_label_encoder=False)",0.506930693069307
215,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=2,
              n_estimators=150, random_state=69, subsample=0.8,
              use_label_encoder=False)",0.5247524752475247
216,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=2,
              n_estimators=150, random_state=44, subsample=0.8,
              use_label_encoder=False)",0.5267326732673269
217,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=2,
              n_estimators=150, random_state=74, subsample=0.8,
              use_label_encoder=False)",0.5168316831683167
218,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=2, n_estimators=150,
              random_state=82, subsample=0.8, use_label_encoder=False)",0.5
219,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=2,
              n_estimators=150, random_state=56, subsample=0.8,
              use_label_encoder=False)",0.512871287128713
220,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, n_estimators=25,
              random_state=83, subsample=0.8, use_label_encoder=False)",0.5118811881188119
221,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, n_estimators=25,
              random_state=95, subsample=0.8, use_label_encoder=False)",0.5247524752475247
222,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, n_estimators=25,
              random_state=28, subsample=0.8, use_label_encoder=False)",0.5277227722772277
223,"XGBClassifier(eval_metric='auc', gamma=1.5, n_estimators=25, random_state=53,
              subsample=0.8, use_label_encoder=False)",0.5267326732673268
224,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, n_estimators=25,
              random_state=40, subsample=0.8, use_label_encoder=False)",0.5277227722772277
225,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, n_estimators=50,
              random_state=27, subsample=0.8, use_label_encoder=False)",0.5168316831683167
226,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, n_estimators=50,
              random_state=86, subsample=0.8, use_label_encoder=False)",0.5386138613861385
227,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, n_estimators=50,
              random_state=39, subsample=0.8, use_label_encoder=False)",0.5277227722772277
228,"XGBClassifier(eval_metric='auc', gamma=1.5, n_estimators=50, random_state=77,
              subsample=0.8, use_label_encoder=False)",0.5188118811881187
229,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, n_estimators=50,
              random_state=42, subsample=0.8, use_label_encoder=False)",0.512871287128713
230,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, random_state=69,
              subsample=0.8, use_label_encoder=False)",0.5415841584158416
231,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, random_state=13,
              subsample=0.8, use_label_encoder=False)",0.5326732673267326
232,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, random_state=8,
              subsample=0.8, use_label_encoder=False)",0.5198019801980198
233,"XGBClassifier(eval_metric='auc', gamma=1.5, random_state=83, subsample=0.8,
              use_label_encoder=False)",0.5188118811881188
234,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, random_state=79,
              subsample=0.8, use_label_encoder=False)",0.5168316831683168
235,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01,
              n_estimators=150, random_state=59, subsample=0.8,
              use_label_encoder=False)",0.5287128712871286
236,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02,
              n_estimators=150, random_state=24, subsample=0.8,
              use_label_encoder=False)",0.5316831683168317
237,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05,
              n_estimators=150, random_state=51, subsample=0.8,
              use_label_encoder=False)",0.5198019801980198
238,"XGBClassifier(eval_metric='auc', gamma=1.5, n_estimators=150, random_state=31,
              subsample=0.8, use_label_encoder=False)",0.5247524752475249
239,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, n_estimators=150,
              random_state=25, subsample=0.8, use_label_encoder=False)",0.5158415841584159
240,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=4,
              n_estimators=25, random_state=26, subsample=0.8,
              use_label_encoder=False)",0.5267326732673266
241,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=4,
              n_estimators=25, random_state=98, subsample=0.8,
              use_label_encoder=False)",0.5227722772277227
242,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=4,
              n_estimators=25, random_state=80, subsample=0.8,
              use_label_encoder=False)",0.5386138613861385
243,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=4, n_estimators=25,
              random_state=86, subsample=0.8, use_label_encoder=False)",0.5237623762376238
244,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=4,
              n_estimators=25, random_state=1, subsample=0.8,
              use_label_encoder=False)",0.5267326732673269
245,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=4,
              n_estimators=50, random_state=8, subsample=0.8,
              use_label_encoder=False)",0.5396039603960396
246,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=4,
              n_estimators=50, random_state=78, subsample=0.8,
              use_label_encoder=False)",0.5198019801980198
247,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=4,
              n_estimators=50, random_state=60, subsample=0.8,
              use_label_encoder=False)",0.5287128712871286
248,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=4, n_estimators=50,
              random_state=58, subsample=0.8, use_label_encoder=False)",0.5405940594059407
249,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=4,
              n_estimators=50, random_state=58, subsample=0.8,
              use_label_encoder=False)",0.5287128712871288
250,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=4,
              random_state=28, subsample=0.8, use_label_encoder=False)",0.5445544554455445
251,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=4,
              random_state=51, subsample=0.8, use_label_encoder=False)",0.5277227722772277
252,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=4,
              random_state=81, subsample=0.8, use_label_encoder=False)",0.5158415841584159
253,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=4, random_state=56,
              subsample=0.8, use_label_encoder=False)",0.497029702970297
254,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=4,
              random_state=31, subsample=0.8, use_label_encoder=False)",0.5247524752475249
255,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=4,
              n_estimators=150, random_state=70, subsample=0.8,
              use_label_encoder=False)",0.5287128712871286
256,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=4,
              n_estimators=150, random_state=62, subsample=0.8,
              use_label_encoder=False)",0.5207920792079207
257,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=4,
              n_estimators=150, random_state=6, subsample=0.8,
              use_label_encoder=False)",0.5297029702970297
258,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=4, n_estimators=150,
              random_state=63, subsample=0.8, use_label_encoder=False)",0.5237623762376239
259,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=4,
              n_estimators=150, random_state=40, subsample=0.8,
              use_label_encoder=False)",0.5198019801980198
260,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=5,
              n_estimators=25, random_state=37, subsample=0.8,
              use_label_encoder=False)",0.5316831683168317
261,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=5,
              n_estimators=25, random_state=87, subsample=0.8,
              use_label_encoder=False)",0.501980198019802
262,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=5,
              n_estimators=25, random_state=86, subsample=0.8,
              use_label_encoder=False)",0.508910891089109
263,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=5, n_estimators=25,
              random_state=42, subsample=0.8, use_label_encoder=False)",0.5198019801980199
264,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=5,
              n_estimators=25, random_state=31, subsample=0.8,
              use_label_encoder=False)",0.5257425742574258
265,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=5,
              n_estimators=50, random_state=49, subsample=0.8,
              use_label_encoder=False)",0.5306930693069308
266,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=5,
              n_estimators=50, random_state=86, subsample=0.8,
              use_label_encoder=False)",0.5485148514851487
267,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=5,
              n_estimators=50, random_state=99, subsample=0.8,
              use_label_encoder=False)",0.5198019801980198
268,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=5, n_estimators=50,
              random_state=14, subsample=0.8, use_label_encoder=False)",0.5287128712871287
269,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=5,
              n_estimators=50, random_state=25, subsample=0.8,
              use_label_encoder=False)",0.5207920792079209
270,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=5,
              random_state=98, subsample=0.8, use_label_encoder=False)",0.5148514851485148
271,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=5,
              random_state=7, subsample=0.8, use_label_encoder=False)",0.5306930693069308
272,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=5,
              random_state=77, subsample=0.8, use_label_encoder=False)",0.5049504950495051
273,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=5, random_state=66,
              subsample=0.8, use_label_encoder=False)",0.5247524752475249
274,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=5,
              random_state=21, subsample=0.8, use_label_encoder=False)",0.514851485148515
275,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=5,
              n_estimators=150, random_state=72, subsample=0.8,
              use_label_encoder=False)",0.5178217821782178
276,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=5,
              n_estimators=150, random_state=37, subsample=0.8,
              use_label_encoder=False)",0.5287128712871288
277,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=5,
              n_estimators=150, random_state=35, subsample=0.8,
              use_label_encoder=False)",0.5099009900990099
278,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=5, n_estimators=150,
              random_state=17, subsample=0.8, use_label_encoder=False)",0.5227722772277229
279,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=5,
              n_estimators=150, random_state=78, subsample=0.8,
              use_label_encoder=False)",0.510891089108911
280,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=6,
              n_estimators=25, random_state=26, subsample=0.8,
              use_label_encoder=False)",0.5495049504950495
281,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=6,
              n_estimators=25, random_state=37, subsample=0.8,
              use_label_encoder=False)",0.5346534653465346
282,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=6,
              n_estimators=25, random_state=43, subsample=0.8,
              use_label_encoder=False)",0.5247524752475247
283,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=6, n_estimators=25,
              random_state=43, subsample=0.8, use_label_encoder=False)",0.5267326732673269
284,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=6,
              n_estimators=25, random_state=6, subsample=0.8,
              use_label_encoder=False)",0.4990099009900991
285,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=6,
              n_estimators=50, random_state=46, subsample=0.8,
              use_label_encoder=False)",0.5366336633663366
286,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=6,
              n_estimators=50, random_state=19, subsample=0.8,
              use_label_encoder=False)",0.5277227722772277
287,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=6,
              n_estimators=50, random_state=94, subsample=0.8,
              use_label_encoder=False)",0.5247524752475249
288,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=6, n_estimators=50,
              random_state=71, subsample=0.8, use_label_encoder=False)",0.5267326732673269
289,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=6,
              n_estimators=50, random_state=93, subsample=0.8,
              use_label_encoder=False)",0.5237623762376238
290,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=6,
              random_state=65, subsample=0.8, use_label_encoder=False)",0.5455445544554456
291,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=6,
              random_state=74, subsample=0.8, use_label_encoder=False)",0.5346534653465348
292,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=6,
              random_state=47, subsample=0.8, use_label_encoder=False)",0.5198019801980198
293,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=6, random_state=32,
              subsample=0.8, use_label_encoder=False)",0.5079207920792079
294,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=6,
              random_state=65, subsample=0.8, use_label_encoder=False)",0.5415841584158416
295,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.01, max_depth=6,
              n_estimators=150, random_state=10, subsample=0.8,
              use_label_encoder=False)",0.5316831683168317
296,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.02, max_depth=6,
              n_estimators=150, random_state=33, subsample=0.8,
              use_label_encoder=False)",0.5207920792079208
297,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.05, max_depth=6,
              n_estimators=150, random_state=46, subsample=0.8,
              use_label_encoder=False)",0.5198019801980199
298,"XGBClassifier(eval_metric='auc', gamma=1.5, max_depth=6, n_estimators=150,
              random_state=60, subsample=0.8, use_label_encoder=False)",0.517821782178218
299,"XGBClassifier(eval_metric='auc', gamma=1.5, learning_rate=0.2, max_depth=6,
              n_estimators=150, random_state=88, subsample=0.8,
              use_label_encoder=False)",0.5287128712871288
300,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.01, max_depth=2,
              n_estimators=25, random_state=35, subsample=0.8,
              use_label_encoder=False)",0.5118811881188119
301,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.02, max_depth=2,
              n_estimators=25, random_state=55, subsample=0.8,
              use_label_encoder=False)",0.5168316831683167
302,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.05, max_depth=2,
              n_estimators=25, random_state=66, subsample=0.8,
              use_label_encoder=False)",0.5217821782178218
303,"XGBClassifier(eval_metric='auc', gamma=2, max_depth=2, n_estimators=25,
              random_state=26, subsample=0.8, use_label_encoder=False)",0.5306930693069306
304,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.2, max_depth=2,
              n_estimators=25, random_state=26, subsample=0.8,
              use_label_encoder=False)",0.5415841584158416
305,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.01, max_depth=2,
              n_estimators=50, random_state=39, subsample=0.8,
              use_label_encoder=False)",0.5198019801980198
306,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.02, max_depth=2,
              n_estimators=50, random_state=44, subsample=0.8,
              use_label_encoder=False)",0.5316831683168317
307,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.05, max_depth=2,
              n_estimators=50, random_state=6, subsample=0.8,
              use_label_encoder=False)",0.5386138613861385
308,"XGBClassifier(eval_metric='auc', gamma=2, max_depth=2, n_estimators=50,
              random_state=9, subsample=0.8, use_label_encoder=False)",0.506930693069307
309,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.2, max_depth=2,
              n_estimators=50, random_state=83, subsample=0.8,
              use_label_encoder=False)",0.5247524752475247
310,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.01, max_depth=2,
              random_state=36, subsample=0.8, use_label_encoder=False)",0.5217821782178218
311,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.02, max_depth=2,
              random_state=57, subsample=0.8, use_label_encoder=False)",0.5336633663366337
312,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.05, max_depth=2,
              random_state=28, subsample=0.8, use_label_encoder=False)",0.5237623762376238
313,"XGBClassifier(eval_metric='auc', gamma=2, max_depth=2, random_state=38,
              subsample=0.8, use_label_encoder=False)",0.514851485148515
314,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.2, max_depth=2,
              random_state=72, subsample=0.8, use_label_encoder=False)",0.515841584158416
315,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.01, max_depth=2,
              n_estimators=150, random_state=62, subsample=0.8,
              use_label_encoder=False)",0.5217821782178218
316,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.02, max_depth=2,
              n_estimators=150, random_state=44, subsample=0.8,
              use_label_encoder=False)",0.5257425742574258
317,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.05, max_depth=2,
              n_estimators=150, random_state=51, subsample=0.8,
              use_label_encoder=False)",0.5188118811881187
318,"XGBClassifier(eval_metric='auc', gamma=2, max_depth=2, n_estimators=150,
              random_state=17, subsample=0.8, use_label_encoder=False)",0.505940594059406
319,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.2, max_depth=2,
              n_estimators=150, random_state=48, subsample=0.8,
              use_label_encoder=False)",0.5000000000000001
320,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.01, n_estimators=25,
              random_state=44, subsample=0.8, use_label_encoder=False)",0.5316831683168317
321,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.02, n_estimators=25,
              random_state=21, subsample=0.8, use_label_encoder=False)",0.5158415841584159
322,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.05, n_estimators=25,
              random_state=72, subsample=0.8, use_label_encoder=False)",0.5297029702970297
323,"XGBClassifier(eval_metric='auc', gamma=2, n_estimators=25, random_state=69,
              subsample=0.8, use_label_encoder=False)",0.5306930693069306
324,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.2, n_estimators=25,
              random_state=77, subsample=0.8, use_label_encoder=False)",0.5118811881188119
325,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.01, n_estimators=50,
              random_state=84, subsample=0.8, use_label_encoder=False)",0.5287128712871286
326,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.02, n_estimators=50,
              random_state=83, subsample=0.8, use_label_encoder=False)",0.5168316831683167
327,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.05, n_estimators=50,
              random_state=8, subsample=0.8, use_label_encoder=False)",0.5178217821782178
328,"XGBClassifier(eval_metric='auc', gamma=2, n_estimators=50, random_state=93,
              subsample=0.8, use_label_encoder=False)",0.5237623762376239
329,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.2, n_estimators=50,
              random_state=58, subsample=0.8, use_label_encoder=False)",0.5237623762376239
330,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.01, random_state=99,
              subsample=0.8, use_label_encoder=False)",0.5316831683168317
331,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.02, random_state=7,
              subsample=0.8, use_label_encoder=False)",0.5326732673267326
332,"XGBClassifier(eval_metric='auc', gamma=2, learning_rate=0.05, random_state=36,
              subsample=0.8, use_label_encoder=False)",0.5188118811881187
